0.983333,0.5,1.986562
0.991667,0.5,4.003945
1,0.5,8.731093
1.008333,0.5,15.88461
1.016667,0.5,21.955898
1.025,0.5,23.390665
1.033333,0.5,19.378946
1.041667,0.5,12.427969
1.05,0.5,6.617227
1.058333,0.5,3.517422
1.066667,0.5,2.657265
1.075,0.5,2.44457
1.083333,0.5,2.341445
1.091667,0.5,2.383242
1.1,0.5,2.640078
1.108333,0.5,3.06957
1.116667,0.5,3.511172
1.125,0.5,3.774062
1.133333,0.5,3.747109
1.141667,0.5,3.457656
1.15,0.5,3.035586
1.158333,0.5,2.630703
1.166667,0.5,2.33539
1.175,0.5,2.162344
1.183333,0.5,2.075234
1.191667,0.5,2.02875
1.2,0.5,1.999453
1.208333,0.5,1.99164
1.216667,0.5,2.017226
1.225,0.5,2.068203
1.233333,0.5,2.114296
1.241667,0.5,2.12582
1.25,0.5,2.102773
1.258333,0.5,2.07875
1.266667,0.5,2.08832
1.275,0.5,2.130507
1.283333,0.5,2.161953
1.291667,0.5,2.133632
1.3,0.5,2.033046
1.308333,0.5,1.908633
1.316667,0.5,1.845351
1.325,0.5,1.915859
1.333333,0.5,2.130898
1.341667,0.5,2.423281
1.35,0.5,2.679726
1.358333,0.5,2.80082
1.366667,0.5,2.751796
1.375,0.5,2.567617
1.383333,0.5,2.321718
1.391667,0.5,2.082851
1.4,0.5,1.889297
1.408333,0.5,1.74164
1.416667,0.5,1.620742
1.425,0.5,1.507461
1.433333,0.5,1.394961
1.441667,0.5,1.293007
1.45,0.5,1.21664
1.458333,0.5,1.174453
1.466667,0.5,1.165664
1.475,0.5,1.183047
1.483333,0.5,1.216445
1.491667,0.5,1.259609
1.5,0.5,1.310781
1.508333,0.5,1.363711
1.516667,0.5,1.40414
1.525,0.5,1.410586
1.533333,0.5,1.369179
1.541667,0.5,1.284023
1.55,0.5,1.180898
1.558333,0.5,1.090664
1.566667,0.5,1.036367
1.575,0.5,1.02582
1.583333,0.5,1.054922
1.591667,0.5,1.110586
1.6,0.5,1.172304
1.608333,0.5,1.213906
1.616667,0.5,1.212148
1.625,0.5,1.162148
1.633333,0.5,1.07875
1.641667,0.5,0.99125
1.65,0.5,0.926992
1.658333,0.5,0.906484
1.666667,0.5,0.935781
1.675,0.5,1.010586
1.683333,0.5,1.116836
1.691667,0.5,1.234414
1.7,0.5,1.342226
1.708333,0.5,1.426015
1.716667,0.5,1.485195
1.725,0.5,1.525429
1.733333,0.5,1.559414
1.741667,0.5,1.597109
1.75,0.5,1.638515
1.758333,0.5,1.681093
1.766667,0.5,1.725625
1.775,0.5,1.795351
1.783333,0.5,1.921328
1.791667,0.5,2.124453
1.8,0.5,2.388125
1.808333,0.5,2.658437
1.816667,0.5,2.867617
1.825,0.5,2.96625
1.833333,0.5,2.942031
1.841667,0.5,2.814296
1.85,0.5,2.618007
1.858333,0.5,2.383437
1.866667,0.5,2.129726
1.875,0.5,1.87289
1.883333,0.5,1.638515
1.891667,0.5,1.467812
1.9,0.5,1.46039
1.908333,0.5,1.745547
1.916667,0.5,2.391054
1.925,0.5,3.310977
1.933333,0.5,4.289687
1.941667,0.5,5.115664
1.95,0.5,5.674453
1.958333,0.5,5.964688
1.966667,0.5,6.014493
1.975,0.5,5.802383
1.983333,0.5,5.300235
1.991667,0.5,4.551601
2,0.5,3.671719
2.008333,0.5,2.820937
2.016667,0.5,2.127383
2.025,0.5,1.637929
2.033333,0.5,1.321523
2.041667,0.5,1.115273
2.05,0.5,0.965468
2.058333,0.5,0.828554
2.066667,0.5,0.683437
2.075,0.5,0.535781
2.083333,0.5,0.404336
2.091667,0.5,0.307851
2.1,0.5,0.246914
2.108333,0.5,0.210781
2.116667,0.5,0.189492
2.125,0.5,0.180898
2.133333,0.5,0.183437
2.141667,0.5,0.192422
2.15,0.5,0.203554
2.158333,0.5,0.21625
2.166667,0.5,0.22914
2.175,0.5,0.243789
2.183333,0.5,0.259218
2.191667,0.5,0.270547
2.2,0.5,0.276601
2.208333,0.5,0.276992
2.216667,0.5,0.27289
2.225,0.5,0.266054
2.233333,0.5,0.258047
2.241667,0.5,0.250234
2.25,0.5,0.247109
2.258333,0.5,0.249843
2.266667,0.5,0.256679
2.275,0.5,0.262148
2.283333,0.5,0.264101
2.291667,0.5,0.261367
2.3,0.5,0.255898
2.308333,0.5,0.249648
2.316667,0.5,0.244765
2.325,0.5,0.239882
2.333333,0.5,0.234414
2.341667,0.5,0.229922
2.35,0.5,0.227968
2.358333,0.5,0.228945
2.366667,0.5,0.232851
2.375,0.5,0.236367
2.383333,0.5,0.237734
2.391667,0.5,0.236172
2.4,0.5,0.233047
2.408333,0.5,0.228554
2.416667,0.5,0.224843
2.425,0.5,0.220351
2.433333,0.5,0.215078
2.441667,0.5,0.206875
2.45,0.5,0.200039
2.458333,0.5,0.195742
2.466667,0.5,0.194375
2.475,0.5,0.196914
2.483333,0.5,0.202578
2.491667,0.5,0.213711
2.5,0.5,0.227968
2.508333,0.5,0.243593
2.516667,0.5,0.257265
2.525,0.5,0.267422
2.533333,0.5,0.276015
2.541667,0.5,0.286953
2.55,0.5,0.301406
2.558333,0.5,0.31664
2.566667,0.5,0.333632
2.575,0.5,0.347109
2.583333,0.5,0.354531
2.591667,0.5,0.352578
2.6,0.5,0.345742
2.608333,0.5,0.338906
2.616667,0.5,0.336757
2.625,0.5,0.339687
2.633333,0.5,0.348281
2.641667,0.5,0.36
2.65,0.5,0.376992
2.658333,0.5,0.393789
2.666667,0.5,0.406093
2.675,0.5,0.411172
2.683333,0.5,0.411953
2.691667,0.5,0.413125
2.7,0.5,0.413711
2.708333,0.5,0.411367
2.716667,0.5,0.401211
2.725,0.5,0.383828
2.733333,0.5,0.363906
2.741667,0.5,0.346132
2.75,0.5,0.329531
2.758333,0.5,0.312929
2.766667,0.5,0.296523
2.775,0.5,0.281484
2.783333,0.5,0.271328
2.791667,0.5,0.264492
2.8,0.5,0.258242
2.808333,0.5,0.251406
2.816667,0.5,0.244765
2.825,0.5,0.241836
2.833333,0.5,0.24164
2.841667,0.5,0.243398
2.85,0.5,0.243398
2.858333,0.5,0.240859
2.866667,0.5,0.235586
2.875,0.5,0.229336
2.883333,0.5,0.223672
2.891667,0.5,0.219765
2.9,0.5,0.217422
2.908333,0.5,0.215468
2.916667,0.5,0.213711
2.925,0.5,0.211367
2.933333,0.5,0.208047
2.941667,0.5,0.204726
2.95,0.5,0.199843
2.958333,0.5,0.193203
2.966667,0.5,0.185976
2.975,0.5,0.179531
2.983333,0.5,0.176992
2.991667,0.5,0.177382
3,0.5,0.180507
3.008333,0.5,0.185195
3.016667,0.5,0.190078
3.025,0.5,0.193593
3.033333,0.5,0.193789
3.041667,0.5,0.192226
3.05,0.5,0.189882
3.058333,0.5,0.18832
3.066667,0.5,0.187539
3.075,0.5,0.186562
3.083333,0.5,0.184414
3.091667,0.5,0.183047
3.1,0.5,0.182656
3.108333,0.5,0.182265
3.116667,0.5,0.180507
3.125,0.5,0.177187
3.133333,0.5,0.1725
3.141667,0.5,0.166836
3.15,0.5,0.160781
3.158333,0.5,0.155898
3.166667,0.5,0.151406
3.175,0.5,0.148672
3.183333,0.5,0.149453
3.191667,0.5,0.151797
3.2,0.5,0.155507
3.208333,0.5,0.15707
3.216667,0.5,0.155507
3.225,0.5,0.151797
3.233333,0.5,0.148281
3.241667,0.5,0.147109
3.25,0.5,0.146328
3.258333,0.5,0.142812
3.266667,0.5,0.135
3.275,0.5,0.1225
3.283333,0.5,0.110976
3.291667,0.5,0.103945
3.3,0.5,0.102968
3.308333,0.5,0.107656
3.316667,0.5,0.113906
3.325,0.5,0.117812
3.333333,0.5,0.117812
3.341667,0.5,0.115664
3.35,0.5,0.113515
3.358333,0.5,0.111953
3.366667,0.5,0.110195
3.375,0.5,0.107656
3.383333,0.5,0.105507
3.391667,0.5,0.105507
3.4,0.5,0.108437
3.408333,0.5,0.113711
3.416667,0.5,0.117617
3.425,0.5,0.11957
3.433333,0.5,0.118789
3.441667,0.5,0.118007
3.45,0.5,0.118593
3.458333,0.5,0.120351
3.466667,0.5,0.120351
3.475,0.5,0.118007
3.483333,0.5,0.114882
3.491667,0.5,0.113515
3.5,0.5,0.114297
3.508333,0.5,0.116836
3.516667,0.5,0.119961
3.525,0.5,0.126211
3.533333,0.5,0.133828
3.541667,0.5,0.142617
3.55,0.5,0.151211
3.558333,0.5,0.159804
3.566667,0.5,0.168203
3.575,0.5,0.173672
3.583333,0.5,0.174257
3.591667,0.5,0.1725
3.6,0.5,0.170547
3.608333,0.5,0.171132
3.616667,0.5,0.173672
3.625,0.5,0.175234
3.633333,0.5,0.175429
3.641667,0.5,0.173476
3.65,0.5,0.171132
3.658333,0.5,0.167031
3.666667,0.5,0.164492
3.675,0.5,0.162539
3.683333,0.5,0.158632
3.691667,0.5,0.151406
3.7,0.5,0.141445
3.708333,0.5,0.132851
3.716667,0.5,0.128164
3.725,0.5,0.126406
3.733333,0.5,0.126797
3.741667,0.5,0.124062
3.75,0.5,0.11957
3.758333,0.5,0.114687
3.766667,0.5,0.111367
3.775,0.5,0.111757
3.783333,0.5,0.114492
3.791667,0.5,0.117031
3.8,0.5,0.119179
3.808333,0.5,0.120742
3.816667,0.5,0.122695
3.825,0.5,0.124453
3.833333,0.5,0.124843
3.841667,0.5,0.123476
3.85,0.5,0.12289
3.858333,0.5,0.126015
3.866667,0.5,0.131484
3.875,0.5,0.135586
3.883333,0.5,0.136172
3.891667,0.5,0.134609
3.9,0.5,0.134414
3.908333,0.5,0.138515
3.916667,0.5,0.145351
3.925,0.5,0.151211
3.933333,0.5,0.153164
3.941667,0.5,0.151211
3.95,0.5,0.148476
3.958333,0.5,0.150039
3.966667,0.5,0.157656
3.975,0.5,0.170742
3.983333,0.5,0.187734
3.991667,0.5,0.20707
4,0.5,0.226797
4.008333,0.5,0.240859
4.016667,0.5,0.246328
4.025,0.5,0.24164
4.033333,0.5,0.231484
4.041667,0.5,0.21957
4.05,0.5,0.205703
4.058333,0.5,0.190273
4.066667,0.5,0.17289
4.075,0.5,0.154726
4.083333,0.5,0.140078
4.091667,0.5,0.12875
4.1,0.5,0.120351
4.108333,0.5,0.114882
4.116667,0.5,0.11
4.125,0.5,0.104531
4.133333,0.5,0.099257
4.141667,0.5,0.096132
4.15,0.5,0.09457
4.158333,0.5,0.093789
4.166667,0.5,0.092422
4.175,0.5,0.091445
4.183333,0.5,0.09164
4.191667,0.5,0.094765
4.2,0.5,0.100039
4.208333,0.5,0.106679
4.216667,0.5,0.112343
4.225,0.5,0.115468
4.233333,0.5,0.114687
4.241667,0.5,0.110586
4.25,0.5,0.106093
4.258333,0.5,0.103164
4.266667,0.5,0.103945
4.275,0.5,0.107265
4.283333,0.5,0.110976
4.291667,0.5,0.113906
4.3,0.5,0.114882
4.308333,0.5,0.115273
4.316667,0.5,0.115859
4.325,0.5,0.115859
4.333333,0.5,0.113906
4.341667,0.5,0.109414
4.35,0.5,0.102578
4.358333,0.5,0.0975
4.366667,0.5,0.094375
4.375,0.5,0.092422
4.383333,0.5,0.089297
4.391667,0.5,0.083242
4.4,0.5,0.077578
4.408333,0.5,0.073476
4.416667,0.5,0.071914
4.425,0.5,0.071914
4.433333,0.5,0.071132
4.441667,0.5,0.067617
4.45,0.5,0.061953
4.458333,0.5,0.056289
4.466667,0.5,0.05082
4.475,0.5,0.046718
4.483333,0.5,0.045937
4.491667,0.5,0.050625
4.5,0.5,0.061367
4.508333,0.5,0.072695
4.516667,0.5,0.077773
4.525,0.5,0.074257
4.533333,0.5,0.065468
4.541667,0.5,0.058437
4.55,0.5,0.056093
4.558333,0.5,0.059609
4.566667,0.5,0.067031
4.575,0.5,0.075039
4.583333,0.5,0.081289
4.591667,0.5,0.085781
4.6,0.5,0.086562
4.608333,0.5,0.084218
4.616667,0.5,0.080312
4.625,0.5,0.075429
4.633333,0.5,0.071718
4.641667,0.5,0.071328
4.65,0.5,0.073867
4.658333,0.5,0.076992
4.666667,0.5,0.077773
4.675,0.5,0.074843
4.683333,0.5,0.068203
4.691667,0.5,0.059804
4.7,0.5,0.053359
4.708333,0.5,0.051601
4.716667,0.5,0.054531
4.725,0.5,0.06039
4.733333,0.5,0.065859
4.741667,0.5,0.068398
4.75,0.5,0.068593
4.758333,0.5,0.069179
4.766667,0.5,0.071132
4.775,0.5,0.074062
4.783333,0.5,0.073867
4.791667,0.5,0.069179
4.8,0.5,0.062148
4.808333,0.5,0.056679
4.816667,0.5,0.055117
4.825,0.5,0.057461
4.833333,0.5,0.060586
4.841667,0.5,0.064101
4.85,0.5,0.068984
4.858333,0.5,0.073281
4.866667,0.5,0.074648
4.875,0.5,0.071328
4.883333,0.5,0.064687
4.891667,0.5,0.059609
4.9,0.5,0.057656
4.908333,0.5,0.059218
4.916667,0.5,0.061562
4.925,0.5,0.064687
4.933333,0.5,0.068984
4.941667,0.5,0.073867
4.95,0.5,0.078359
4.958333,0.5,0.081093
4.966667,0.5,0.08207
4.975,0.5,0.083242
4.983333,0.5,0.085976
4.991667,0.5,0.090078
5,0.5,0.095351
5.008333,0.5,0.099648
5.016667,0.5,0.102773
5.025,0.5,0.10375
5.033333,0.5,0.101015
5.041667,0.5,0.095742
5.05,0.5,0.089687
5.058333,0.5,0.084023
5.066667,0.5,0.079726
5.075,0.5,0.076797
5.083333,0.5,0.074843
5.091667,0.5,0.073086
5.1,0.5,0.074062
5.108333,0.5,0.076211
5.116667,0.5,0.080703
5.125,0.5,0.086367
5.133333,0.5,0.090664
5.141667,0.5,0.089882
5.15,0.5,0.083632
5.158333,0.5,0.073867
5.166667,0.5,0.063515
5.175,0.5,0.055898
5.183333,0.5,0.050429
5.191667,0.5,0.046914
5.2,0.5,0.045937
5.208333,0.5,0.049257
5.216667,0.5,0.053945
5.225,0.5,0.058437
5.233333,0.5,0.060195
5.241667,0.5,0.061172
5.25,0.5,0.062148
5.258333,0.5,0.064297
5.266667,0.5,0.067031
5.275,0.5,0.070156
5.283333,0.5,0.07582
5.291667,0.5,0.084218
5.3,0.5,0.095742
5.308333,0.5,0.106484
5.316667,0.5,0.115664
5.325,0.5,0.124648
5.333333,0.5,0.135976
5.341667,0.5,0.148672
5.35,0.5,0.159609
5.358333,0.5,0.165664
5.366667,0.5,0.165859
5.375,0.5,0.164297
5.383333,0.5,0.164882
5.391667,0.5,0.168789
5.4,0.5,0.171328
5.408333,0.5,0.169765
5.416667,0.5,0.162343
5.425,0.5,0.154336
5.433333,0.5,0.147109
5.441667,0.5,0.142422
5.45,0.5,0.138125
5.458333,0.5,0.131679
5.466667,0.5,0.122304
5.475,0.5,0.113711
5.483333,0.5,0.108242
5.491667,0.5,0.104726
5.5,0.5,0.102578
5.508333,0.5,0.099648
5.516667,0.5,0.096914
5.525,0.5,0.09457
5.533333,0.5,0.092226
5.541667,0.5,0.090078
5.55,0.5,0.090468
5.558333,0.5,0.094765
5.566667,0.5,0.10082
5.575,0.5,0.105507
5.583333,0.5,0.105898
5.591667,0.5,0.103359
5.6,0.5,0.099648
5.608333,0.5,0.097109
5.616667,0.5,0.096718
5.625,0.5,0.100234
5.633333,0.5,0.107265
5.641667,0.5,0.114492
5.65,0.5,0.11957
5.658333,0.5,0.120742
5.666667,0.5,0.120351
5.675,0.5,0.118593
5.683333,0.5,0.114882
5.691667,0.5,0.108632
5.7,0.5,0.101992
5.708333,0.5,0.097695
5.716667,0.5,0.096914
5.725,0.5,0.099453
5.733333,0.5,0.101211
5.741667,0.5,0.100039
5.75,0.5,0.095351
5.758333,0.5,0.091054
5.766667,0.5,0.089882
5.775,0.5,0.093007
5.783333,0.5,0.095742
5.791667,0.5,0.093203
5.8,0.5,0.082851
5.808333,0.5,0.070351
5.816667,0.5,0.06332
5.825,0.5,0.062539
5.833333,0.5,0.064297
5.841667,0.5,0.063125
5.85,0.5,0.057851
5.858333,0.5,0.050234
5.866667,0.5,0.045351
5.875,0.5,0.046132
5.883333,0.5,0.050625
5.891667,0.5,0.055312
5.9,0.5,0.055703
5.908333,0.5,0.049257
5.916667,0.5,0.03832
5.925,0.5,0.027773
5.933333,0.5,0.020547
5.941667,0.5,0.018203
5.95,0.5,0.01957
5.958333,0.5,0.024062
5.966667,0.5,0.02875
5.975,0.5,0.031679
5.983333,0.5,0.032656
5.991667,0.5,0.031093
6,0.5,0.02875
6.008333,0.5,0.026406
6.016667,0.5,0.024453
6.025,0.5,0.023672
6.033333,0.5,0.024843
6.041667,0.5,0.028945
6.05,0.5,0.034804
6.058333,0.5,0.040859
6.066667,0.5,0.044961
6.075,0.5,0.045937
6.083333,0.5,0.042422
6.091667,0.5,0.037734
6.1,0.5,0.033828
6.108333,0.5,0.033047
6.116667,0.5,0.034023
6.125,0.5,0.033828
6.133333,0.5,0.031484
6.141667,0.5,0.027773
6.15,0.5,0.025625
6.158333,0.5,0.025039
6.166667,0.5,0.025039
6.175,0.5,0.024062
6.183333,0.5,0.022695
6.191667,0.5,0.022109
6.2,0.5,0.024257
6.208333,0.5,0.02875
6.216667,0.5,0.032851
6.225,0.5,0.034804
6.233333,0.5,0.033828
6.241667,0.5,0.032265
6.25,0.5,0.031093
6.258333,0.5,0.029726
6.266667,0.5,0.028554
6.275,0.5,0.028359
6.283333,0.5,0.031093
6.291667,0.5,0.037929
6.3,0.5,0.046132
6.308333,0.5,0.050039
6.316667,0.5,0.049453
6.325,0.5,0.044765
6.333333,0.5,0.037929
6.341667,0.5,0.035
6.35,0.5,0.036172
6.358333,0.5,0.041836
6.366667,0.5,0.0475
6.375,0.5,0.049453
6.383333,0.5,0.049062
6.391667,0.5,0.0475
6.4,0.5,0.048086
6.408333,0.5,0.048476
6.416667,0.5,0.045156
6.425,0.5,0.036562
6.433333,0.5,0.027382
6.441667,0.5,0.021523
6.45,0.5,0.020937
6.458333,0.5,0.023867
6.466667,0.5,0.027187
6.475,0.5,0.027968
6.483333,0.5,0.024843
6.491667,0.5,0.021523
6.5,0.5,0.021914
6.508333,0.5,0.027187
6.516667,0.5,0.034804
6.525,0.5,0.039101
6.533333,0.5,0.039101
6.541667,0.5,0.035586
6.55,0.5,0.030898
6.558333,0.5,0.025039
6.566667,0.5,0.018593
6.575,0.5,0.013906
6.583333,0.5,0.012343
6.591667,0.5,0.012734
6.6,0.5,0.012734
6.608333,0.5,0.012539
6.616667,0.5,0.011562
6.625,0.5,0.011367
6.633333,0.5,0.012148
6.641667,0.5,0.015468
6.65,0.5,0.020547
6.658333,0.5,0.025429
6.666667,0.5,0.027382
6.675,0.5,0.02582
6.683333,0.5,0.021718
6.691667,0.5,0.017812
6.7,0.5,0.01625
6.708333,0.5,0.01664
6.716667,0.5,0.019179
6.725,0.5,0.023086
6.733333,0.5,0.027382
6.741667,0.5,0.031093
6.75,0.5,0.032851
6.758333,0.5,0.032461
6.766667,0.5,0.030117
6.775,0.5,0.027187
6.783333,0.5,0.026211
6.791667,0.5,0.028164
6.8,0.5,0.031093
6.808333,0.5,0.032656
6.816667,0.5,0.032851
6.825,0.5,0.033632
6.833333,0.5,0.036172
6.841667,0.5,0.039882
6.85,0.5,0.039882
6.858333,0.5,0.035976
6.866667,0.5,0.02875
6.875,0.5,0.023086
6.883333,0.5,0.020351
6.891667,0.5,0.021328
6.9,0.5,0.025625
6.908333,0.5,0.031484
6.916667,0.5,0.037929
6.925,0.5,0.042812
6.933333,0.5,0.047109
6.941667,0.5,0.049453
6.95,0.5,0.051992
6.958333,0.5,0.054336
6.966667,0.5,0.056093
6.975,0.5,0.055507
6.983333,0.5,0.05082
6.991667,0.5,0.043203
7,0.5,0.035
7.008333,0.5,0.031875
7.016667,0.5,0.034609
7.025,0.5,0.039492
7.033333,0.5,0.044375
7.041667,0.5,0.041836
7.05,0.5,0.033828
7.058333,0.5,0.0225
7.066667,0.5,0.012929
7.075,0.5,0.009023
7.083333,0.5,0.012148
7.091667,0.5,0.018984
7.1,0.5,0.025039
7.108333,0.5,0.029531
7.116667,0.5,0.03207
7.125,0.5,0.034023
7.133333,0.5,0.033047
7.141667,0.5,0.028164
7.15,0.5,0.020351
7.158333,0.5,0.014297
7.166667,0.5,0.013125
7.175,0.5,0.01625
7.183333,0.5,0.020937
7.191667,0.5,0.024062
7.2,0.5,0.025429
7.208333,0.5,0.026406
7.216667,0.5,0.027968
7.225,0.5,0.029336
7.233333,0.5,0.02914
7.241667,0.5,0.027773
7.25,0.5,0.024843
7.258333,0.5,0.022109
7.266667,0.5,0.021132
7.275,0.5,0.024453
7.283333,0.5,0.032851
7.291667,0.5,0.043007
7.3,0.5,0.048476
7.308333,0.5,0.045547
7.316667,0.5,0.038125
7.325,0.5,0.032851
7.333333,0.5,0.032656
7.341667,0.5,0.03539
7.35,0.5,0.039101
7.358333,0.5,0.045156
7.366667,0.5,0.052773
7.375,0.5,0.061757
7.383333,0.5,0.068789
7.391667,0.5,0.070156
7.4,0.5,0.063711
7.408333,0.5,0.052968
7.416667,0.5,0.042031
7.425,0.5,0.034804
7.433333,0.5,0.031093
7.441667,0.5,0.027773
7.45,0.5,0.021914
7.458333,0.5,0.014882
7.466667,0.5,0.009609
7.475,0.5,0.009609
7.483333,0.5,0.015273
7.491667,0.5,0.024257
7.5,0.5,0.032656
7.508333,0.5,0.036953
7.516667,0.5,0.036757
7.525,0.5,0.034414
7.533333,0.5,0.033437
7.541667,0.5,0.03539
7.55,0.5,0.037929
7.558333,0.5,0.037343
7.566667,0.5,0.032851
7.575,0.5,0.028945
7.583333,0.5,0.029336
7.591667,0.5,0.033828
7.6,0.5,0.03832
7.608333,0.5,0.039101
7.616667,0.5,0.035781
7.625,0.5,0.032461
7.633333,0.5,0.033242
7.641667,0.5,0.037343
7.65,0.5,0.042812
7.658333,0.5,0.045937
7.666667,0.5,0.046523
7.675,0.5,0.046132
7.683333,0.5,0.0475
7.691667,0.5,0.049843
7.7,0.5,0.053554
7.708333,0.5,0.058242
7.716667,0.5,0.061562
7.725,0.5,0.060781
7.733333,0.5,0.053164
7.741667,0.5,0.040859
7.75,0.5,0.02914
7.758333,0.5,0.023281
7.766667,0.5,0.026406
7.775,0.5,0.033828
7.783333,0.5,0.041445
7.791667,0.5,0.044375
7.8,0.5,0.041836
7.808333,0.5,0.03832
7.816667,0.5,0.036172
7.825,0.5,0.03539
7.833333,0.5,0.033242
7.841667,0.5,0.030117
7.85,0.5,0.028554
7.858333,0.5,0.030117
7.866667,0.5,0.033632
7.875,0.5,0.035
7.883333,0.5,0.031484
7.891667,0.5,0.026015
7.9,0.5,0.023281
7.908333,0.5,0.028554
7.916667,0.5,0.03539
7.925,0.5,0.037929
7.933333,0.5,0.031484
7.941667,0.5,0.022304
7.95,0.5,0.017226
7.958333,0.5,0.020351
7.966667,0.5,0.027578
7.975,0.5,0.033242
7.983333,0.5,0.036367
7.991667,0.5,0.037539
8,0.5,0.040273
8.008333,0.5,0.043984
8.016667,0.5,0.044765
8.025,0.5,0.041445
8.033333,0.5,0.03539
8.041667,0.5,0.028554
8.05,0.5,0.021914
8.058333,0.5,0.018593
8.066667,0.5,0.018789
8.075,0.5,0.02289
8.083333,0.5,0.028359
8.091667,0.5,0.033047
8.1,0.5,0.035586
8.108333,0.5,0.035195
8.116667,0.5,0.033828
8.125,0.5,0.031289
8.133333,0.5,0.028164
8.141667,0.5,0.026992
8.15,0.5,0.029922
8.158333,0.5,0.035586
8.166667,0.5,0.039297
8.175,0.5,0.037734
8.183333,0.5,0.031875
8.191667,0.5,0.026601
8.2,0.5,0.027187
8.208333,0.5,0.031875
8.216667,0.5,0.035976
8.225,0.5,0.035586
8.233333,0.5,0.029336
8.241667,0.5,0.020156
8.25,0.5,0.011367
8.258333,0.5,0.008437
8.266667,0.5,0.013515
8.275,0.5,0.02582
8.283333,0.5,0.039101
8.291667,0.5,0.049062
8.3,0.5,0.052187
8.308333,0.5,0.051406
8.316667,0.5,0.050039
8.325,0.5,0.049062
8.333333,0.5,0.04789
8.341667,0.5,0.046523
8.35,0.5,0.04457
8.358333,0.5,0.045351
8.366667,0.5,0.0475
8.375,0.5,0.05082
8.383333,0.5,0.052968
8.391667,0.5,0.050625
8.4,0.5,0.043398
8.408333,0.5,0.033242
8.416667,0.5,0.027578
8.425,0.5,0.028164
8.433333,0.5,0.035781
8.441667,0.5,0.045742
8.45,0.5,0.050234
8.458333,0.5,0.046914
8.466667,0.5,0.037734
8.475,0.5,0.029726
8.483333,0.5,0.025429
8.491667,0.5,0.026797
